0,0,0,1,0,1,0,1,0,0
1,0,0,0,0,1,0,1,0,0
2,0,0,1,0,1,0,0,0,0
3,0,0,1,0,1,0,0,0,0
4,0,0,1,0,1,0,1,0,0
5,0,1,1,0,1,0,1,0,0
6,1,0,1,0,1,1,0,1,1
7,1,0,1,1,1,1,1,1,1
8,1,2,1,1,1,1,1,1,1
9,1,2,1,2,2,2,1,1,1
10,2,2,1,2,2,2,1,2,1
11,2,2,1,2,2,2,1,2,1
12,2,2,1,2,2,2,1,2,1
13,1,2,1,2,2,2,1,2,1
14,1,1,1,2,2,2,1,2,1
15,1,1,1,2,2,2,1,2,1
16,1,1,1,2,2,2,1,2,1
17,1,1,1,2,2,2,1,2,1
18,1,1,1,2,1,1,1,2,1
19,1,1,1,1,1,1,1,2,1
20,1,0,1,1,1,1,1,1,1
21,1,0,1,0,1,1,0,1,1
22,0,1,1,0,1,0,1,0,0
23,0,1,1,0,1,0,1,0,0
